target_dataset,feature_set,model,scenario,calibration_method,metric,estimate,ci_95_lower,ci_95_upper,bootstrap_repeats
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,ece,0.31033100733153235,0.2999090474194838,0.3219895755571401,1000
Pima,model_b_routine_clinical,XGBoost,naive_transfer,uncalibrated,coverage,0.6068802083333332,0.5859375,0.625,1000
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,roc_auc,0.7627983134328358,0.7159089552238806,0.8103839552238806,1000
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,brier_score,0.20004763335399653,0.1914301080363908,0.2081783770647516,1000
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,ece,0.0931503127733838,0.071152244385104,0.12802446589364957,1000
Pima,model_b_routine_clinical,XGBoost,fixed_recalibration,temperature,coverage,0.0,0.0,0.0,1000
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,roc_auc,0.7578592835820895,0.7111585820895522,0.8044444029850746,1000
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,brier_score,0.18702545455013678,0.16778730408723108,0.20560919007431575,1000
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,ece,0.06107680756035924,0.03236655127292894,0.09096689534329949,1000
Pima,model_b_routine_clinical,XGBoost,adaptive_calibration,isotonic,coverage,0.22391927083333335,0.18743489583333334,0.2630208333333333,1000
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,roc_auc,0.9227615397927504,0.8997807937573418,0.9436080141382782,1000
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,brier_score,0.08414499337992991,0.07078585140678473,0.09694170560042802,1000
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,ece,0.0767215366862975,0.06085703442815688,0.09260350661715465,1000
NHANES,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,coverage,0.877760907504363,0.8603839441535777,0.8961605584642234,1000
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,roc_auc,0.9227615397927504,0.8997807937573418,0.9436080141382782,1000
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,brier_score,0.07562168331465523,0.06528461538487086,0.08586478668460451,1000
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,ece,0.04650469157542291,0.03428354962109966,0.05892192717824243,1000
NHANES,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,coverage,0.8524415357766143,0.8333333333333334,0.8717495636998255,1000
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,roc_auc,0.9230375954438664,0.9002865282555799,0.9420698995217317,1000
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,brier_score,0.07180135690737606,0.062252428464874845,0.08169333863652387,1000
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,ece,0.022230210642729384,0.011749829225479272,0.03380907634013573,1000
NHANES,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,coverage,0.9065043630017452,0.8926483420593369,0.9197207678883071,1000
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,roc_auc,0.7835620000000001,0.7324417910447761,0.8290455223880598,1000
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,brier_score,0.23620022866193754,0.21489683846182148,0.25802755051030407,1000
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,ece,0.22142939647043058,0.1965324100992,0.24696310539264782,1000
Pima,model_b_routine_clinical,LightGBM,naive_transfer,uncalibrated,coverage,0.6531223958333332,0.6249348958333334,0.6796875,1000
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,roc_auc,0.7835620000000001,0.7324417910447761,0.8290455223880598,1000
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,brier_score,0.18430612420613876,0.17406460032102122,0.19585102881455074,1000
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,ece,0.08602110485688139,0.05197120694294979,0.1208200406214115,1000
Pima,model_b_routine_clinical,LightGBM,fixed_recalibration,temperature,coverage,0.5595677083333332,0.5260416666666666,0.5911458333333334,1000
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,roc_auc,0.7745635970149254,0.7265764925373134,0.8171089552238805,1000
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,brier_score,0.18291541147770693,0.16817653625917486,0.19973854114874137,1000
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,ece,0.08240047682636989,0.046946953104130364,0.12116995673028817,1000
Pima,model_b_routine_clinical,LightGBM,adaptive_calibration,isotonic,coverage,0.6924453125,0.6536458333333334,0.7291666666666666,1000
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,roc_auc,0.91931198082732,0.895529215262628,0.9411453526178889,1000
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,brier_score,0.07807923528547392,0.06638328053685713,0.0904710484771387,1000
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,ece,0.06711010826973456,0.05327873942943754,0.0806130539077986,1000
NHANES,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,coverage,0.8434746945898778,0.824607329842932,0.8621509598603839,1000
NHANES,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,roc_auc,0.9184294318467863,0.8954858197684175,0.9396736422847793,1000
NHANES,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,brier_score,0.0726267607507554,0.06340421725755495,0.08224294754551364,1000
NHANES,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,ece,0.020799268305061496,0.011242067089717965,0.03180346046050653,1000
NHANES,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,coverage,0.7536422338568936,0.7329842931937173,0.774869109947644,1000
NHANES,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,roc_auc,0.9184294318467863,0.8954858197684175,0.9396736422847793,1000
NHANES,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,brier_score,0.0726267607507554,0.06340421725755495,0.08224294754551364,1000
NHANES,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,ece,0.020799268305061496,0.011242067089717965,0.03180346046050653,1000
NHANES,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,coverage,0.7536422338568936,0.7329842931937173,0.774869109947644,1000
Pima,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,roc_auc,0.7878984776119403,0.7432671641791045,0.8319171641791044,1000
Pima,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,brier_score,0.29764232834217774,0.28771164780468383,0.30692890805187784,1000
Pima,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,ece,0.3020507976935216,0.29362361569222584,0.31142567794089016,1000
Pima,model_b_routine_clinical,CatBoost,naive_transfer,uncalibrated,coverage,0.6069296875,0.5859375,0.625,1000
Pima,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,roc_auc,0.7689165522388061,0.7214597014925374,0.8124182835820896,1000
Pima,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,brier_score,0.18327937016302814,0.1677812201687725,0.19955689741429714,1000
Pima,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,ece,0.047914876306190804,0.023667399657502107,0.07805354472150816,1000
Pima,model_b_routine_clinical,CatBoost,fixed_recalibration,isotonic,coverage,0.2619765625,0.22135416666666666,0.3046875,1000
Pima,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,roc_auc,0.7689165522388061,0.7214597014925374,0.8124182835820896,1000
Pima,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,brier_score,0.18327937016302814,0.1677812201687725,0.19955689741429714,1000
Pima,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,ece,0.047914876306190804,0.023667399657502107,0.07805354472150816,1000
Pima,model_b_routine_clinical,CatBoost,adaptive_calibration,isotonic,coverage,0.2619765625,0.22135416666666666,0.3046875,1000
NHANES,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,roc_auc,0.9424205193824466,0.924278533520725,0.9597304235190468,1000
NHANES,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,brier_score,0.08219146250218831,0.07158705522665448,0.09263820735712751,1000
NHANES,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,ece,0.09419296529189743,0.08082341525173617,0.10687901651031845,1000
NHANES,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,coverage,0.9066256544502618,0.8909249563699826,0.9223385689354275,1000
NHANES,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,roc_auc,0.9424207029283437,0.9242531648556807,0.959730423519047,1000
NHANES,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,brier_score,0.08219146081040828,0.07158705522666677,0.09263819910139087,1000
NHANES,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,ece,0.09419295270422004,0.08082340250156665,0.10687900461359058,1000
NHANES,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,coverage,0.9066256544502618,0.8909249563699826,0.9223385689354275,1000
NHANES,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,roc_auc,0.938465632341836,0.9189337425532808,0.9568182712074174,1000
NHANES,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,brier_score,0.06709162358620635,0.05805295211237078,0.0761226911848555,1000
NHANES,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,ece,0.025363709965247658,0.01498407156512125,0.03740866606339159,1000
NHANES,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,coverage,0.9106701570680628,0.8952879581151832,0.924956369982548,1000
Pima,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,roc_auc,0.8058871940298508,0.7622649253731344,0.845694776119403,1000
Pima,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,brier_score,0.18132492192960506,0.15943843082084438,0.20313524659093912,1000
Pima,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,ece,0.10640658175230877,0.07772887866383811,0.1396770348411851,1000
Pima,model_c_extended_transport,Logistic Regression,naive_transfer,uncalibrated,coverage,0.7476015625,0.7083333333333334,0.7864583333333334,1000
Pima,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,roc_auc,0.8058871940298508,0.7622649253731344,0.845694776119403,1000
Pima,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,brier_score,0.18132492192960506,0.15943843082084438,0.20313524659093912,1000
Pima,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,ece,0.10640658175230877,0.07772887866383811,0.1396770348411851,1000
Pima,model_c_extended_transport,Logistic Regression,fixed_recalibration,uncalibrated,coverage,0.7476015625,0.7083333333333334,0.7864583333333334,1000
Pima,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,roc_auc,0.8015672985074628,0.757154104477612,0.8416705223880596,1000
Pima,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,brier_score,0.17225928596398454,0.15271940185119137,0.1930288074642742,1000
Pima,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,ece,0.05373061655724902,0.02570072015195845,0.08911329955441283,1000
Pima,model_c_extended_transport,Logistic Regression,adaptive_calibration,isotonic,coverage,0.7395911458333334,0.6953125,0.78125,1000
NHANES,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,roc_auc,0.9243471193782513,0.9041128702382949,0.9432223055462325,1000
NHANES,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,brier_score,0.08785502963201927,0.07610749615492768,0.09914204373038518,1000
NHANES,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,ece,0.07852214880277011,0.06579939484463627,0.09189539671265624,1000
NHANES,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,coverage,0.8680523560209424,0.849912739965096,0.8856893542757417,1000
NHANES,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,roc_auc,0.9243471193782513,0.9041128702382949,0.9432223055462325,1000
NHANES,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,brier_score,0.08785502963201927,0.07610749615492768,0.09914204373038518,1000
NHANES,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,ece,0.07852214880277011,0.06579939484463627,0.09189539671265624,1000
NHANES,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,coverage,0.8680523560209424,0.849912739965096,0.8856893542757417,1000
NHANES,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,roc_auc,0.923933907744588,0.904026210354086,0.9427321068971304,1000
NHANES,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,brier_score,0.07340083880504172,0.06388511118483857,0.08274575227869838,1000
NHANES,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,ece,0.022730057384204458,0.012561196736510474,0.033754229149168355,1000
NHANES,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,coverage,0.9038001745200698,0.8900523560209425,0.9179755671902269,1000
Pima,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,roc_auc,0.7974663880597016,0.7502641791044776,0.8381679104477612,1000
Pima,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,brier_score,0.19361932799943676,0.17699621714468702,0.21063854380755756,1000
Pima,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,ece,0.12967178075436117,0.10477973996934851,0.1552984905885376,1000
Pima,model_c_extended_transport,Random Forest,naive_transfer,uncalibrated,coverage,0.6875598958333332,0.6536458333333334,0.71875,1000
Pima,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,roc_auc,0.7974663880597016,0.7502641791044776,0.8381679104477612,1000
Pima,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,brier_score,0.19361932799943676,0.17699621714468702,0.21063854380755756,1000
Pima,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,ece,0.12967178075436117,0.10477973996934851,0.1552984905885376,1000
Pima,model_c_extended_transport,Random Forest,fixed_recalibration,uncalibrated,coverage,0.6875598958333332,0.6536458333333334,0.71875,1000
Pima,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,roc_auc,0.7861384179104477,0.7400298507462686,0.828060447761194,1000
Pima,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,brier_score,0.17962583242988242,0.16468872421294908,0.19613985796787578,1000
Pima,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,ece,0.053052043695061085,0.026586089656884446,0.08573615886025852,1000
Pima,model_c_extended_transport,Random Forest,adaptive_calibration,isotonic,coverage,0.6967734375,0.6536458333333334,0.7395833333333334,1000
NHANES,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,roc_auc,0.9244681993623092,0.9018195953599598,0.9447381979988252,1000
NHANES,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,brier_score,0.08260660902410745,0.07017702125012874,0.09591812323778867,1000
NHANES,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,ece,0.08352073501891735,0.07029941598983117,0.09690485280778571,1000
NHANES,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,coverage,0.8906832460732985,0.8743455497382199,0.9066317626527051,1000
NHANES,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,roc_auc,0.9244681993623092,0.9018195953599598,0.9447381979988252,1000
NHANES,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,brier_score,0.07086759915222146,0.06100668493759382,0.08124626917995595,1000
NHANES,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,ece,0.023620769767802387,0.013432188980030303,0.03519107228189467,1000
NHANES,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,coverage,0.8495759162303664,0.8333333333333334,0.8664921465968587,1000
NHANES,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,roc_auc,0.9219043935643565,0.8984978734896795,0.9423995610630977,1000
NHANES,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,brier_score,0.06986999767707158,0.060299640446771795,0.08032949764172362,1000
NHANES,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,ece,0.018420250465548956,0.008646876287710308,0.03060101594890956,1000
NHANES,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,coverage,0.7519397905759163,0.7364528795811518,0.7678883071553229,1000
Pima,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,roc_auc,0.7626042238805969,0.7148324626865671,0.8097249999999999,1000
Pima,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,brier_score,0.3062070280313492,0.29585878252983094,0.3155136242508888,1000
Pima,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,ece,0.3156116552785902,0.3060116232887974,0.3249055485447615,1000
Pima,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,coverage,0.6095416666666666,0.5911458333333334,0.6276041666666666,1000
Pima,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,roc_auc,0.7626042238805969,0.7148324626865671,0.8097249999999999,1000
Pima,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,brier_score,0.19948617118853496,0.1908167054711078,0.2078157986205556,1000
Pima,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,ece,0.09845881088760336,0.07674493836499419,0.13192233302660328,1000
Pima,model_c_extended_transport,XGBoost,fixed_recalibration,temperature,coverage,0.0,0.0,0.0,1000
Pima,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,roc_auc,0.762455119402985,0.7144149253731343,0.8092294776119403,1000
Pima,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,brier_score,0.18495772403443458,0.16644496992339353,0.20321477748208847,1000
Pima,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,ece,0.08470709587212448,0.050163993635003165,0.12067807923509605,1000
Pima,model_c_extended_transport,XGBoost,adaptive_calibration,isotonic,coverage,0.18453645833333332,0.1484375,0.22395833333333334,1000
NHANES,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,roc_auc,0.9227615397927504,0.8997807937573418,0.9436080141382782,1000
NHANES,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,brier_score,0.08414499337992991,0.07078585140678473,0.09694170560042802,1000
NHANES,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,ece,0.0767215366862975,0.06085703442815688,0.09260350661715465,1000
NHANES,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,coverage,0.877760907504363,0.8603839441535777,0.8961605584642234,1000
NHANES,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,roc_auc,0.9227615397927504,0.8997807937573418,0.9436080141382782,1000
NHANES,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,brier_score,0.07562168331465523,0.06528461538487086,0.08586478668460451,1000
NHANES,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,ece,0.04650469157542291,0.03428354962109966,0.05892192717824243,1000
NHANES,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,coverage,0.8524415357766143,0.8333333333333334,0.8717495636998255,1000
NHANES,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,roc_auc,0.9230375954438664,0.9002865282555799,0.9420698995217317,1000
NHANES,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,brier_score,0.07180135690737606,0.062252428464874845,0.08169333863652387,1000
NHANES,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,ece,0.022230210642729384,0.011749829225479272,0.03380907634013573,1000
NHANES,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,coverage,0.9065043630017452,0.8926483420593369,0.9197207678883071,1000
Pima,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,roc_auc,0.7835620000000001,0.7324417910447761,0.8290455223880598,1000
Pima,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,brier_score,0.23620022866193754,0.21489683846182148,0.25802755051030407,1000
Pima,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,ece,0.22142939647043058,0.1965324100992,0.24696310539264782,1000
Pima,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,coverage,0.6531223958333332,0.6249348958333334,0.6796875,1000
Pima,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,roc_auc,0.7835620000000001,0.7324417910447761,0.8290455223880598,1000
Pima,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,brier_score,0.18430612420613876,0.17406460032102122,0.19585102881455074,1000
Pima,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,ece,0.08602110485688139,0.05197120694294979,0.1208200406214115,1000
Pima,model_c_extended_transport,LightGBM,fixed_recalibration,temperature,coverage,0.5595677083333332,0.5260416666666666,0.5911458333333334,1000
Pima,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,roc_auc,0.7745635970149254,0.7265764925373134,0.8171089552238805,1000
Pima,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,brier_score,0.18291541147770693,0.16817653625917486,0.19973854114874137,1000
Pima,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,ece,0.08240047682636989,0.046946953104130364,0.12116995673028817,1000
Pima,model_c_extended_transport,LightGBM,adaptive_calibration,isotonic,coverage,0.6924453125,0.6536458333333334,0.7291666666666666,1000
NHANES,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,roc_auc,0.91931198082732,0.895529215262628,0.9411453526178889,1000
NHANES,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,brier_score,0.07807923528547392,0.06638328053685713,0.0904710484771387,1000
NHANES,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,ece,0.06711010826973456,0.05327873942943754,0.0806130539077986,1000
NHANES,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,coverage,0.8434746945898778,0.824607329842932,0.8621509598603839,1000
NHANES,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,roc_auc,0.9184294318467863,0.8954858197684175,0.9396736422847793,1000
NHANES,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,brier_score,0.0726267607507554,0.06340421725755495,0.08224294754551364,1000
NHANES,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,ece,0.020799268305061496,0.011242067089717965,0.03180346046050653,1000
NHANES,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,coverage,0.7536422338568936,0.7329842931937173,0.774869109947644,1000
NHANES,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,roc_auc,0.9184294318467863,0.8954858197684175,0.9396736422847793,1000
NHANES,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,brier_score,0.0726267607507554,0.06340421725755495,0.08224294754551364,1000
NHANES,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,ece,0.020799268305061496,0.011242067089717965,0.03180346046050653,1000
NHANES,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,coverage,0.7536422338568936,0.7329842931937173,0.774869109947644,1000
Pima,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,roc_auc,0.7878984776119403,0.7432671641791045,0.8319171641791044,1000
Pima,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,brier_score,0.29764232834217774,0.28771164780468383,0.30692890805187784,1000
Pima,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,ece,0.3020507976935216,0.29362361569222584,0.31142567794089016,1000
Pima,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,coverage,0.6069296875,0.5859375,0.625,1000
Pima,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,roc_auc,0.7689165522388061,0.7214597014925374,0.8124182835820896,1000
Pima,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,brier_score,0.18327937016302814,0.1677812201687725,0.19955689741429714,1000
Pima,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,ece,0.047914876306190804,0.023667399657502107,0.07805354472150816,1000
Pima,model_c_extended_transport,CatBoost,fixed_recalibration,isotonic,coverage,0.2619765625,0.22135416666666666,0.3046875,1000
Pima,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,roc_auc,0.7689165522388061,0.7214597014925374,0.8124182835820896,1000
Pima,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,brier_score,0.18327937016302814,0.1677812201687725,0.19955689741429714,1000
Pima,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,ece,0.047914876306190804,0.023667399657502107,0.07805354472150816,1000
Pima,model_c_extended_transport,CatBoost,adaptive_calibration,isotonic,coverage,0.2619765625,0.22135416666666666,0.3046875,1000
